Date,Value,tre200b0,ure200b0,rre150b0,sre000b0,fu3010b0,prestab0,tre200b0_mean,ure200b0_mean,rre150b0_mean,sre000b0_mean,fu3010b0_mean,prestab0_mean,Value_sum
2014-05-27,960.0,12.4,89.0,0.0,0.0,7.2,958.2,15.733333333333354,69.4000000000003,5.030698080332741e-16,12.75,8.937500000000009,957.6958333333336,0.0
2014-05-28,480.0,15.8,62.8,0.0,0.0,0.0,956.0,12.445833333333347,83.8875000000003,0.39583333333333376,0.2916666666666667,11.583333333333343,957.2583333333333,0.0
2014-06-01,960.0,5.8,62.6,0.0,0.0,12.2,957.5,3.600000000000001,87.26666666666661,0.3291666666666668,3.75,6.595833333333328,954.4958333333334,0.0
2014-06-02,12.0,5.4,64.5,0.0,0.0,4.7,948.2,2.49583333333334,90.63750000000014,0.02083333333333336,0.041666666666666664,6.779166666666664,947.6499999999995,2400.0
2014-06-05,480.0,17.0,43.3,0.0,0.0,16.2,958.9,11.329166666666692,66.38750000000032,5.065392549852277e-16,31.666666666666668,5.066666666666665,959.6041666666666,1452.0
2014-06-06,480.0,23.3,48.2,0.0,52.0,3.2,959.2,14.950000000000012,65.32916666666695,4.834096086388703e-16,29.916666666666668,6.554166666666674,959.1833333333334,1452.0
2014-06-08,480.0,20.4,63.1,0.0,0.0,5.8,959.9,18.0625,78.22500000000024,0.08333333333333502,10.625,5.779166666666658,962.8291666666664,972.0
2014-06-09,480.0,18.9,73.6,0.0,0.0,6.5,956.9,17.71249999999999,84.5083333333336,0.05000000000000243,7.25,2.624999999999982,958.9,1440.0
2014-06-10,480.0,13.5,88.5,0.0,0.0,9.4,955.1,14.6625,85.53750000000043,0.5375000000000028,23.458333333333332,4.97916666666664,958.7000000000003,1440.0
2014-06-11,480.0,4.9,87.7,0.0,0.0,2.5,957.4,4.179166666666652,92.21666666666687,2.125000000000003,0.0,6.820833333333304,948.0750000000002,1440.0
2014-06-12,480.0,3.5,83.1,0.0,0.0,9.0,963.0,3.3999999999999857,92.28750000000036,0.004166666666669684,0.0,4.229166666666651,959.5375,1440.0
2014-06-15,960.0,18.8,50.0,0.0,14.0,9.7,959.3,17.774999999999995,67.25833333333365,5.181040781584064e-16,24.75,11.941666666666672,959.6208333333329,1440.0
2014-06-16,960.0,19.6,46.2,0.0,14.0,13.3,959.0,17.008333333333333,56.86666666666699,5.181040781584064e-16,16.833333333333332,15.500000000000005,959.6958333333333,1920.0
2014-06-17,480.0,19.2,50.2,0.0,25.0,20.2,958.6,17.79583333333333,54.82500000000032,5.181040781584064e-16,31.791666666666668,11.100000000000009,959.7624999999999,2400.0
2014-06-18,480.0,19.2,58.7,0.0,11.0,7.6,960.0,17.712500000000002,56.67083333333363,5.181040781584064e-16,27.333333333333332,13.60833333333334,959.4666666666666,2400.0
2014-06-19,960.0,21.1,49.2,0.0,6.0,13.7,959.7,17.474999999999994,63.03750000000031,5.181040781584064e-16,28.666666666666668,6.266666666666669,960.3291666666664,1920.0
2014-06-20,480.0,18.6,57.4,0.0,0.0,7.6,960.0,18.179166666666667,63.695833333333645,5.181040781584064e-16,25.625,7.612500000000005,960.9041666666668,1920.0
2014-06-21,480.0,22.2,41.1,0.0,60.0,2.2,959.4,17.84166666666666,62.17500000000032,5.181040781584064e-16,9.125,8.812500000000005,960.1541666666666,1920.0
2014-06-22,480.0,23.2,43.3,0.0,0.0,17.6,961.8,18.287499999999998,54.30833333333363,5.181040781584064e-16,35.958333333333336,5.800000000000007,960.2583333333333,1920.0
2014-06-23,480.0,17.8,83.7,0.0,0.0,4.0,960.3,19.699999999999996,55.40000000000031,5.181040781584064e-16,28.25,6.829166666666674,961.8166666666667,1440.0
2014-06-24,240.0,18.8,69.2,0.0,59.0,5.8,957.3,18.099999999999998,78.48750000000032,0.6208333333333339,18.958333333333332,6.416666666666672,961.7083333333331,1440.0
2014-06-25,480.0,17.1,76.3,7.2,0.0,9.0,956.5,16.291666666666668,84.49166666666694,0.9875000000000007,11.166666666666666,4.962500000000003,959.1,1200.0
2014-06-26,480.0,20.4,52.3,0.0,28.0,1.1,957.2,16.145833333333332,78.72916666666696,0.31250000000000067,18.208333333333332,6.4375000000000036,955.4416666666666,1200.0
2014-06-27,671.0,22.7,46.1,0.0,0.0,4.7,959.1,17.104166666666664,66.2708333333336,0.004166666666667318,26.333333333333332,5.55416666666667,957.3374999999996,1200.0
2014-07-01,779.0,8.7,65.0,0.0,0.0,3.2,962.5,3.6625000000000014,70.85000000000001,9.945747928933694e-17,15.791666666666666,4.062499999999992,958.7666666666669,1631.0
2014-07-04,609.0,15.4,62.2,0.0,0.0,7.9,959.3,12.387500000000015,82.53333333333364,0.004166666666666849,17.5,3.1916666666666575,962.8166666666667,1930.0
2014-07-06,525.0,25.7,50.7,0.0,21.0,6.1,961.0,18.616666666666678,61.3625000000003,4.834096086388703e-16,33.75,3.912500000000007,960.0916666666672,2059.0
2014-07-13,3.0,17.8,75.2,0.0,0.0,14.4,956.0,16.904166666666672,83.56666666666696,0.3750000000000006,10.041666666666666,6.9791666666666545,957.5833333333334,1913.0
2014-07-15,819.0,21.7,56.1,0.0,54.0,0.0,964.4,17.816666666666677,83.50416666666693,0.17083333333333384,16.083333333333332,7.362499999999989,959.9000000000001,1137.0
2014-07-17,1200.0,24.7,55.6,0.0,60.0,3.6,963.2,20.41250000000001,66.94166666666695,4.996003610813204e-16,36.583333333333336,4.220833333333319,964.9083333333334,1347.0
2014-07-18,750.0,25.6,39.1,0.0,59.0,5.0,960.7,21.904166666666672,64.71666666666697,4.996003610813204e-16,37.041666666666664,4.566666666666652,964.4875000000001,2022.0
2014-07-19,510.0,0.0,0.0,0.0,0.0,0.0,0.0,22.662500000000005,48.79166666666696,4.996003610813204e-16,37.333333333333336,5.829166666666656,962.1458333333334,2769.0
2014-07-20,900.0,21.1,73.5,0.0,0.0,7.2,954.5,0.0,0.0,0.0,0.0,0.0,0.0,2460.0
2014-07-27,1218.0,17.8,90.7,0.0,0.0,1.4,960.6,16.69166666666667,87.65416666666697,0.550000000000001,0.0,8.358333333333327,958.4083333333334,2160.0
2014-07-31,966.0,21.4,65.5,0.0,35.0,4.7,957.0,17.024999999999995,88.27500000000025,0.23333333333333503,0.0,7.774999999999992,955.8458333333334,2628.0
2014-08-02,480.0,4.4,69.7,0.0,0.0,10.1,942.6,4.854166666666671,76.57500000000017,0.3125,3.0,10.154166666666665,949.0,3084.0
2014-08-05,480.0,15.8,51.9,0.0,0.0,8.6,959.2,11.691666666666684,87.304166666667,1.4166666666666672,2.9166666666666665,8.312499999999995,959.8874999999999,2664.0
2014-08-07,480.0,13.0,77.5,0.4,0.0,19.1,957.2,19.054166666666667,78.97916666666701,0.11250000000000004,10.375,6.337499999999998,958.1125000000001,1926.0
2014-08-09,1168.0,20.2,81.6,0.0,0.0,1.1,959.9,18.79166666666666,75.97916666666693,2.4332387956368015e-15,29.458333333333332,2.945833333333313,958.0958333333332,1440.0
2014-08-13,773.0,15.1,58.8,0.0,5.0,27.0,956.6,17.49166666666666,69.21666666666697,1.691933630236046e-15,16.375,0.0,958.7041666666665,2128.0
2014-08-16,191.0,13.5,71.2,0.0,0.0,14.8,965.3,12.770833333333327,82.60416666666701,1.1250000000000018,4.416666666666667,9.545833333333311,960.3875000000003,2421.0
2014-08-17,600.0,16.4,72.5,0.0,0.0,5.8,958.0,12.733333333333329,81.75000000000034,0.2083333333333357,5.208333333333333,7.562499999999985,964.7833333333333,2132.0
2014-08-18,480.0,17.6,61.4,0.0,0.0,8.3,956.9,14.695833333333328,72.95833333333367,2.4424906541753444e-15,28.666666666666668,6.070833333333319,960.9000000000001,1564.0
2014-08-19,480.0,17.2,60.0,0.0,0.0,7.2,958.6,16.770833333333332,70.21250000000036,2.4424906541753444e-15,21.833333333333332,8.349999999999982,956.3583333333331,1271.0
2016-07-04,16.885,6.1,92.8,0.0,0.0,4.3,956.8,10.429166666666655,77.15416666666682,0.3041666666666698,7.083333333333333,5.874999999999974,957.8166666666665,1560.0
2016-07-05,796.252,18.4,32.6,0.0,24.0,4.3,952.7,15.129166666666654,46.25000000000012,3.5862516660027195e-15,34.875,5.183333333333324,957.9708333333333,976.8849999999998
2016-07-07,428.0,22.8,50.2,0.0,12.0,6.1,962.3,20.195833333333276,60.93750000000016,3.744689743475267e-15,16.125,7.9416666666666424,963.8041666666663,1293.1369999999997
2016-07-17,800.0,23.5,55.0,0.0,60.0,1.4,964.7,15.437499999999943,61.566666666666855,3.58046925441613e-15,35.416666666666664,6.233333333333317,969.0250000000001,1241.1369999999997
2016-07-18,480.0,25.0,51.8,0.0,40.0,2.2,964.2,19.15833333333327,59.716666666666846,3.58046925441613e-15,37.25,4.7999999999999785,966.1624999999999,2024.2519999999995
2016-07-20,1271.0,27.2,48.5,0.0,16.0,3.6,958.9,22.99999999999994,59.558333333333515,3.58046925441613e-15,36.916666666666664,3.3041666666666454,963.7291666666665,1707.9999999999995
2016-07-22,155.296,21.1,75.9,0.0,1.0,2.5,960.2,22.599999999999937,73.71666666666681,0.2666666666666702,10.041666666666666,5.649999999999976,960.4249999999997,2550.9999999999995
2016-07-25,827.3849999999999,22.0,78.6,0.0,6.0,4.0,963.4,20.995833333333263,78.86250000000014,1.8291666666666702,21.458333333333332,6.104166666666649,963.041666666667,1906.2959999999994
2016-07-26,14.237999999999998,23.5,72.1,0.0,0.0,4.0,962.0,21.07916666666661,81.53750000000012,0.9875000000000034,10.625,5.195833333333315,963.4916666666669,2253.680999999999
2016-07-27,55.047,20.0,78.6,0.0,4.0,23.4,961.7,21.595833333333264,75.92916666666677,0.004166666666670038,25.333333333333332,6.1333333333333115,963.1916666666666,996.918999999999
2016-07-28,958.6239999999999,21.7,64.6,0.0,1.0,7.6,960.9,19.83333333333326,82.61666666666676,0.08750000000000337,8.958333333333334,6.2958333333333165,962.2458333333335,896.6699999999988
2016-07-29,1.909,24.2,58.1,0.0,42.0,9.0,958.9,20.266666666666595,71.03333333333342,3.3676765080296414e-15,25.375,6.474999999999977,961.7583333333336,1027.9089999999987
2016-07-31,6.345,17.7,90.2,0.0,0.0,4.7,961.0,22.4291666666666,68.33750000000012,3.3676765080296414e-15,25.791666666666668,6.224999999999983,958.6708333333332,1015.5799999999989
2016-08-01,1077.627,4.5,95.9,0.6,0.0,3.2,947.7,2.920833333333327,88.42916666666696,0.35416666666666935,0.041666666666666664,6.387499999999993,944.6083333333337,966.8779999999988
2016-08-02,675.567,9.9,67.9,0.0,0.0,18.7,952.5,5.195833333333312,79.50416666666688,0.10000000000000285,0.625,7.8624999999999625,951.591666666667,1085.880999999999
2016-08-03,678.053,0.2,89.6,0.0,0.0,8.3,960.2,2.0583333333333096,68.71666666666684,3.2057689836051395e-15,16.541666666666668,6.208333333333311,947.3208333333333,1759.5389999999989
2016-08-04,383.0,5.3,89.7,0.1,0.0,7.9,953.1,7.7166666666666535,77.21250000000013,0.008333333333336445,0.0,7.116666666666645,956.1916666666663,2431.246999999999
2016-08-05,2.062,19.2,28.4,0.0,20.0,18.0,952.9,16.062499999999982,42.30833333333343,3.5862516660027195e-15,31.375,4.658333333333326,954.4249999999997,1736.619999999999
2016-08-07,762.549,25.2,51.0,0.0,8.0,7.9,962.7,20.174999999999937,59.80000000000018,3.744689743475267e-15,35.166666666666664,5.408333333333311,963.6333333333333,1063.1149999999989
2016-08-08,340.955,23.6,58.3,0.0,10.0,10.1,963.9,19.074999999999957,68.01666666666672,2.851885394505871e-15,34.583333333333336,5.933333333333306,970.2458333333334,1147.610999999999
2016-08-09,109.288,21.3,63.8,0.0,0.0,10.4,959.1,17.09999999999994,72.07916666666665,2.502627734675874e-15,30.791666666666668,5.429166666666641,961.9166666666669,1105.565999999999
2016-08-11,413.406,2.3,86.4,0.0,0.0,8.3,955.3,2.287499999999962,83.57500000000014,0.012500000000002074,3.625,4.708333333333305,951.4083333333334,1212.791999999999
2016-08-12,295.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.648999999999
2016-08-13,323.568,21.8,65.2,0.0,11.0,4.3,966.5,16.058333333333294,73.80000000000008,0.004166666666669604,14.083333333333334,8.054166666666633,970.0749999999997,817.722999999999
2016-08-14,325.665,23.7,63.1,0.0,16.0,4.3,964.2,18.999999999999968,71.90416666666677,2.9374650859873932e-15,33.958333333333336,3.995833333333304,967.8499999999998,1032.002999999999
2016-08-15,574.184,23.2,68.9,0.0,0.0,1.4,961.7,21.483333333333306,69.09166666666674,2.9374650859873932e-15,33.0,4.179166666666637,965.5791666666665,944.261999999999
2016-08-16,619.538,23.3,60.4,0.0,0.0,15.8,957.4,21.84166666666664,73.15833333333343,2.9374650859873932e-15,28.125,3.6458333333333033,963.1666666666669,1223.416999999999
2016-08-17,449.31199999999995,21.2,67.3,0.0,0.0,4.7,954.8,21.799999999999965,69.09583333333343,0.06250000000000294,29.625,5.595833333333303,959.4625000000001,1519.386999999999
2016-08-18,3.443,17.2,92.6,0.1,0.0,4.7,956.1,19.562499999999954,75.43333333333342,0.23333333333333628,13.166666666666666,7.041666666666635,956.5875,1643.033999999999
2016-08-20,472.869,16.4,86.2,0.0,0.0,14.0,961.5,19.67916666666662,77.92083333333342,2.967533626237658e-15,14.375,3.5374999999999726,956.6333333333333,1072.2929999999992
2016-08-22,503.457,17.9,60.0,0.0,0.0,7.2,971.5,15.84999999999995,74.22500000000002,0.02500000000000296,8.375,7.320833333333308,966.3916666666664,925.6239999999992
2016-08-23,397.635,21.4,64.6,0.0,0.0,2.9,967.9,16.641666666666612,62.295833333333356,2.959438250016433e-15,32.416666666666664,5.733333333333302,971.3666666666664,979.7689999999993
2016-08-25,572.7090000000001,24.9,69.9,0.0,0.0,6.8,960.8,21.11666666666662,75.05000000000001,2.959438250016433e-15,32.541666666666664,4.516666666666636,965.3541666666666,1373.9609999999993
2016-08-26,345.285,24.7,57.2,0.0,0.0,6.1,961.8,22.595833333333275,74.47916666666667,2.959438250016433e-15,32.208333333333336,4.024999999999968,962.2208333333334,1473.8009999999992
2016-08-27,649.69,24.9,58.6,0.0,0.0,11.5,961.2,23.94583333333328,68.84583333333335,2.959438250016433e-15,32.166666666666664,3.7708333333333024,962.3916666666669,1315.6289999999995
2016-08-28,925.1260000000001,25.7,49.0,0.0,0.0,14.0,961.4,23.766666666666598,63.64583333333335,0.02500000000000296,30.125,4.81249999999997,962.3333333333331,1567.6839999999993
2016-08-31,587.0579999999999,22.5,69.4,0.0,0.0,10.8,963.7,19.82499999999994,75.66666666666667,2.960594732333751e-15,16.625,5.745833333333304,964.5416666666666,1920.1009999999997
2016-09-01,651.4499999999999,5.3,94.0,0.0,0.0,2.2,946.8,4.787499999999995,87.98333333333363,0.5875000000000027,0.0,3.649999999999992,949.4249999999998,2161.874
2016-09-02,312.58,7.1,71.5,2.8,0.0,31.0,938.8,6.516666666666648,74.38333333333354,0.008333333333336189,6.666666666666667,11.199999999999962,952.7750000000001,2163.6339999999996
2016-09-04,553.7009999999998,7.4,79.6,0.0,0.0,2.5,952.4,5.708333333333319,85.7166666666668,0.19166666666666984,0.0,5.887499999999979,953.8541666666664,1551.087999999999
2016-09-06,217.56799999999998,16.1,77.1,0.0,20.0,4.3,959.6,15.524999999999977,91.6333333333334,1.6000000000000039,0.0,5.479166666666637,962.9083333333338,1517.730999999999
2016-09-07,212.80900000000003,25.6,46.5,0.0,60.0,7.9,962.9,22.266666666666598,60.01250000000014,3.744689743475267e-15,18.041666666666668,7.97083333333331,962.683333333333,1083.848999999999
2016-09-08,352.227,13.2,87.6,0.3,0.0,10.4,964.6,21.149999999999963,66.91250000000007,2.851885394505871e-15,33.125,5.858333333333302,965.4999999999997,984.077999999999
2016-09-09,596.706,20.7,68.3,0.0,0.0,6.1,960.0,19.83749999999994,70.19583333333331,2.502627734675874e-15,30.25,4.974999999999976,959.6958333333336,782.6039999999992
2016-09-11,545.011,3.7,88.2,0.0,0.0,10.4,950.0,1.4791666666666279,83.59583333333349,0.012500000000002074,6.25,5.566666666666641,953.6583333333333,1161.7419999999993
2016-09-12,494.61699999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.943999999999
2016-09-13,357.102,21.5,75.8,0.0,0.0,5.0,956.5,21.024999999999945,71.75833333333331,2.502627734675874e-15,29.041666666666668,4.024999999999973,961.6041666666666,1636.3339999999994
2016-09-14,312.029,21.7,75.9,0.0,0.0,5.0,955.0,20.85833333333328,71.66666666666664,2.502627734675874e-15,29.166666666666668,3.862499999999976,958.8666666666667,1396.729999999999
2016-09-16,117.476,14.6,80.8,0.0,0.0,6.5,958.7,17.945833333333297,75.04999999999998,2.502627734675874e-15,1.875,7.462499999999975,956.2000000000002,1163.7479999999991
2016-09-17,285.36,13.6,83.5,0.0,0.0,14.4,959.5,15.666666666666634,79.5458333333333,0.008333333333335836,1.0416666666666667,8.662499999999975,959.2041666666665,786.6069999999994
2016-09-18,80.303,13.7,92.4,0.9,0.0,4.3,957.5,14.324999999999966,80.99999999999999,0.05833333333333584,3.4583333333333335,8.779166666666638,959.1375000000003,714.8649999999996
2016-09-22,33.003,14.1,82.2,0.0,0.0,14.0,965.0,12.520833333333295,81.88750000000005,2.463307335887066e-15,2.0,4.54166666666664,961.0374999999998,483.1389999999996
2016-09-26,543.0740000000001,17.5,73.6,0.0,0.0,11.9,964.4,15.795833333333292,76.02500000000002,2.463307335887066e-15,26.291666666666668,4.991666666666639,964.3916666666668,398.6659999999996
2016-09-27,722.816,14.5,82.9,0.0,0.0,4.3,970.5,16.141666666666634,79.41250000000001,2.463307335887066e-15,19.416666666666668,5.124999999999973,964.5750000000002,656.3799999999994
2016-09-28,164.46900000000002,16.0,78.5,0.0,0.0,7.6,972.3,15.59999999999996,81.08750000000002,2.463307335887066e-15,14.166666666666666,4.341666666666639,968.7541666666663,1298.8929999999996
2016-10-01,709.539,6.0,89.5,0.3,0.0,4.3,942.5,5.670833333333326,94.91250000000025,0.5625000000000023,0.0,3.3041666666666587,947.2208333333334,1430.3589999999997
